,종목코드,종목명,종류
2153,232270,케이비제9호스팩,KOSDAQ
2154,232590,KINDEX 골드선물 인버스2X(합성 H),KOSPI
2155,233160,TIGER 코스닥150 레버리지,KOSPI
2156,233740,KODEX 코스닥150 레버리지,KOSPI
2157,234080,JW생명과학,KOSPI
2158,234100,세원,KOSDAQ
2159,234300,에스트래픽,KOSDAQ
2160,234310,KBSTAR V&S;셀렉트밸류,KOSPI
2161,234920,자이글,KOSDAQ
2162,235010,하이에이아이1호스팩,KOSDAQ
2163,236200,슈프리마,KOSDAQ
2164,236460,ARIRANG 스마트베타 LowVOL,KOSPI
2165,237350,KODEX 코스피100,KOSPI
2166,237370,KODEX 배당성장채권혼합,KOSPI
2167,237440,TIGER 경기방어채권혼합,KOSPI
2168,237690,에스티팜,KOSDAQ
2169,237750,피앤씨테크,KOSDAQ
2170,237880,클리오,KOSDAQ
2171,238090,앤디포스,KOSDAQ
2172,238120,로고스바이오,KOSDAQ
2173,238490,힘스,KOSDAQ
2174,238670,ARIRANG 스마트베타Quality채권혼합,KOSPI
2175,238720,KINDEX 일본Nikkei225(H),KOSPI
2176,239610,에이치엘사이언스,KOSDAQ
2177,239660,ARIRANG 우량회사채50 1년,KOSPI
2178,240810,원익IPS,KOSDAQ
2179,241180,TIGER 일본니케이225,KOSPI
2180,241390,KBSTAR V&S;셀렉트밸류채권혼합,KOSPI
2181,241520,DSC인베스트먼트,KOSDAQ
2182,241560,두산밥캣,KOSPI
2183,241590,화승엔터프라이즈,KOSPI
2184,241690,유니테크노,KOSDAQ
2185,241710,코스메카코리아,KOSDAQ
2186,241770,메카로,KOSDAQ
2187,241790,오션브릿지,KOSDAQ
2188,241820,피씨엘,KOSDAQ
2189,243070,휴온스,KOSDAQ
2190,243840,신흥에스이씨,KOSDAQ
2191,246690,티에스인베스트먼트,KOSDAQ
2192,246720,아스타,KOSDAQ
2193,248170,샘표식품,KOSPI
2194,249420,일동제약,KOSPI
2195,250000,보라티알,KOSDAQ
2196,251370,와이엠티,KOSDAQ
2197,251630,브이원텍,KOSDAQ
2198,253450,스튜디오드래곤,KOSDAQ
2199,255220,SG,KOSDAQ
2200,255440,야스,KOSDAQ
2201,256940,케이피에스,KOSDAQ
2202,258610,이더블유케이,KOSDAQ
2203,259630,엠플러스,KOSDAQ
2204,260660,알리코제약,KOSDAQ
2205,260930,씨티케이코스메틱스,KOSDAQ
2206,263540,샘코,KOSDAQ
2207,263600,덕우전자,KOSDAQ
2208,263700,케어랩스,KOSDAQ
2209,263720,디앤씨미디어,KOSDAQ
2210,263750,펄어비스,KOSDAQ
2211,263770,유에스티,KOSDAQ
2212,263810,상신전자,KOSDAQ
2213,263860,지니언스,KOSDAQ
2214,263900,데이타솔루션,KOSDAQ
2215,263920,에스엔피월드,KOSDAQ
2216,264450,유비쿼스,KOSDAQ
2217,264660,씨앤지하이테크,KOSDAQ
2218,265520,AP시스템,KOSDAQ
2219,265560,영화테크,KOSDAQ
2220,267790,배럴,KOSDAQ
2221,267980,매일유업,KOSDAQ
2222,269620,시스웍,KOSDAQ
2223,272290,이녹스첨단소재,KOSDAQ
2224,272450,진에어,KOSPI
2225,272550,삼양패키징,KOSPI
2226,277070,린드먼아시아,KOSDAQ
2227,281820,케이씨텍,KOSPI
2228,282330,BGF리테일,KOSPI
2229,282690,동아타이어,KOSPI
2230,283930,KBSTAR지주회사,KOSPI
2231,284740,쿠쿠홈시스,KOSPI
2232,500003,신한 인버스 WTI원유 선물 ETN(H),ETF
2233,500005,신한 인버스 브렌트원유 선물 ETN(H),ETF
2234,500006,신한 인버스 금 선물 ETN(H),ETF
2235,500007,신한 인버스 은 선물 ETN(H),ETF
2236,500008,신한 인버스 구리 선물 ETN(H),ETF
2237,500009,신한 다우존스지수 선물 ETN(H),ETF
2238,500010,신한 인버스 다우존스지수 선물 ETN(H),ETF
2239,500011,신한 달러인덱스 선물 ETN(H),ETF
2240,500012,신한 인버스 달러인덱스 선물 ETN(H),ETF
2241,500016,신한 금 선물 ETN(H),ETF
2242,500017,신한 은 선물 ETN(H),ETF
2243,520002,대우 차이나 대표주 15 ETN(H),ETF
2244,520003,대우 원자재 선물 ETN(H),ETF
2245,530002,삼성 인버스 China A50 선물 ETN(H),ETF
2246,530003,삼성 모멘텀 탑픽 ETN,ETF
2247,530004,삼성 화장품 테마주 ETN,ETF
2248,530005,삼성 바이오 테마주 ETN,ETF
2249,530006,삼성 음식료 테마주 ETN,ETF
2250,530007,삼성 레저 테마주 ETN,ETF
2251,530008,삼성 미디어 테마주 ETN,ETF
2252,530009,삼성 증권 테마주 ETN,ETF
2253,530010,삼성 건축자재 테마주 ETN,ETF
2254,530011,삼성 온라인쇼핑 테마주 ETN,ETF
2255,530012,삼성 화학 테마주 ETN,ETF
2256,550003,octo 스마트리밸런싱 250/3 ETN,ETF
2257,550004,octo 롱숏 K150 매수 로우볼 매도 ETN,ETF
2258,550005,octo 에너지 TOP5 ETN,ETF
2259,550006,octo 내수소비 TOP5 ETN,ETF
2260,550007,octo 조선 TOP5 ETN,ETF
2261,550008,octo 소프트웨어 TOP5 ETN,ETF
2262,550009,octo 하드웨어 TOP5 ETN,ETF
2263,550010,octo 운송 TOP5 ETN,ETF
2264,550011,octo 자동차 TOP5 ETN,ETF
2265,550012,octo 의료 TOP5 ETN,ETF
2266,550013,octo 화학 TOP5 ETN,ETF
2267,550014,octo 바이오 TOP5 ETN,ETF
2268,550015,octo 제약 TOP5 ETN,ETF
2269,550016,octo 건설 TOP5 ETN,ETF
2270,570003,TRUE 빅5 동일가중 ETN,ETF
2271,570004,TRUE 인버스 유로스탁스50 ETN(H),ETF
2272,570005,TRUE 목표변동성20 코스피선물 ETN,ETF
2273,570006,TRUE 인버스 차이나H ETN(H),ETF
2274,570007,TRUE 위안화 중국5년국채 ETN,ETF
2275,580003,able Monthly Best 11 ETN,ETF
2276,580004,able KQ Monthly Best 11 ETN,ETF
2277,900040,차이나그레이트,KOSDAQ
2278,900070,글로벌에스엠,KOSDAQ
2279,900080,에스앤씨엔진그룹,KOSDAQ
2280,900090,차이나하오란,KOSDAQ
2281,900100,뉴프라이드,KOSDAQ
2282,900110,이스트아시아홀딩스,KOSDAQ
2283,900120,차이나킹,KOSDAQ
2284,900140,코라오홀딩스,KOSPI
2285,900250,크리스탈신소재,KOSDAQ
2286,900260,로스웰,KOSDAQ
2287,900270,헝셩그룹,KOSDAQ
2288,900280,골든센츄리,KOSDAQ
2289,900290,GRT,KOSDAQ
2290,900300,오가닉티코스메틱,KOSDAQ
2291,900310,컬러레이,KOSDAQ
2292,950110,SBI핀테크솔루션즈,KOSDAQ
2293,950130,엑세스바이오(Reg.S),KOSDAQ
2294,950140,잉글우드랩,KOSDAQ
2295,950160,코오롱티슈진,KOSDAQ
2296,950170,JTC,KOSDAQ
2297,,,
2298,,,
2299,,,
2300,,,
2301,,,
2302,,,
2303,,,
2304,,,
2305,,,
